;Order;PID;MS_SubClass;Lot_Frontage;Lot_Area;Overall_Qual;Overall_Cond;Year_Built;Mas_Vnr_Area;BsmtFin SF 1;BsmtFin SF 2;Bsmt_Unf_SF;Total_Bsmt_SF;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Gr_Liv_Area;Bsmt Full Bath;Bsmt Half Bath;Full_Bath;Half_Bath;Bedroom_AbvGr;Kitchen AbvGr;Garage_Yr_Blt;Garage_Cars;Garage_Area;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;Pool Area;Misc Val;Mo Sold;Yr Sold;Sale_Price;DEDED
2575;2575;535152280;20;70;8400;5;5;1957;0;623;0;556;1179;1364;0;0;1364;0;0;1;1;3;1;1957;1;331;0;60;0;0;0;0;0;3;2006;132000;132000
2576;2576;535176050;20;80;11600;6;5;1960;175;565;0;818;1383;1383;0;0;1383;0;0;1;1;3;1;1960;1;292;0;45;0;0;0;0;0;4;2006;145250;145250
2577;2577;535177100;20;NA;9610;6;6;1958;632;203;0;918;1121;1336;0;0;1336;0;0;1;1;3;1;1958;2;488;80;0;0;0;0;0;0;12;2006;NA;162000
2578;2578;535178100;80;125;10000;5;6;1956;272;678;281;99;1058;1370;0;0;1370;1;0;1;0;3;1;1956;1;300;191;0;0;0;120;0;0;2;2006;148000;148000
2579;2579;535179050;20;69;14850;5;5;1957;0;895;0;197;1092;1092;0;0;1092;1;0;1;0;2;1;1957;1;299;268;0;0;0;122;0;0;5;2006;141000;141000
2580;2580;535180020;20;72;10152;6;6;1956;0;914;0;210;1124;1124;0;0;1124;1;0;1;0;3;1;1956;1;353;0;211;180;0;142;0;0;5;2006;153000;153000
2581;2581;535180070;20;72;10011;5;6;1957;64;360;0;710;1070;1236;0;0;1236;0;1;1;0;2;1;1957;1;447;0;0;0;0;0;0;0;5;2006;134450;134450
2582;2582;535301010;90;NA;7032;5;5;1979;0;943;0;0;943;943;0;0;943;1;0;1;0;2;1;1979;2;600;42;0;0;0;0;0;0;12;2006;NA;135960
2583;2583;535301150;20;70;8092;6;8;1954;176;824;0;226;1050;1050;0;0;1050;1;0;1;0;3;1;1954;1;286;0;0;0;0;0;0;0;6;2006;156000;156000
2584;2584;535303050;20;75;11310;6;5;1954;0;0;0;1367;1367;1375;0;0;1375;0;0;1;0;2;1;1954;2;451;0;30;0;0;0;0;0;6;2006;140000;140000
2585;2585;535304020;20;66;12778;5;6;1952;0;658;0;350;1008;1008;0;0;1008;1;0;1;0;2;1;1952;1;280;0;154;0;0;0;0;0;1;2006;139500;139500
2586;2586;535305120;20;75;10170;6;6;1951;522;0;0;216;216;1575;0;0;1575;0;0;1;1;2;1;1951;2;400;0;0;0;0;0;0;0;6;2006;155000;155000
2587;2587;535325130;80;55;7700;5;7;1956;0;271;0;30;301;1145;0;0;1145;0;0;1;0;3;1;1993;2;684;0;0;0;0;0;0;0;9;2006;127000;127000
2588;2588;535325340;20;65;11050;5;5;1956;0;488;0;517;1005;1005;0;0;1005;0;0;1;0;2;1;1956;1;319;0;0;0;0;288;0;0;7;2006;133500;133500
2589;2589;535325350;20;80;13600;5;6;1955;0;144;912;0;1056;1056;0;0;1056;1;0;1;1;3;1;1955;1;300;0;0;0;0;0;0;650;11;2006;125000;125000
2590;2590;535325450;20;85;15428;5;6;1951;0;741;0;143;884;884;0;0;884;1;0;1;0;2;1;1951;1;270;0;0;0;0;195;0;0;6;2006;142000;142000
2591;2591;535325460;30;118;21299;7;5;1941;0;0;0;929;929;2039;0;0;2039;1;0;1;1;3;1;1941;3;791;0;0;90;0;0;0;0;12;2006;167000;167000
2592;2592;535327210;20;70;13300;5;5;1956;0;494;0;521;1015;1384;0;0;1384;1;0;1;0;2;1;2001;2;896;75;0;0;323;0;0;400;6;2006;159000;159000
2593;2593;535353180;190;94;22136;5;5;1925;0;1018;0;1153;2171;1392;1248;0;2640;2;0;2;1;5;1;1977;3;1008;631;48;148;0;0;0;0;7;2006;180000;180000
2594;2594;535354130;50;50;7500;6;6;1947;0;0;0;784;784;900;412;0;1312;0;0;1;1;3;1;1953;2;649;0;28;0;0;0;0;0;10;2006;127000;127000
2595;2595;535355100;50;50;7000;6;6;1924;0;617;0;0;617;865;445;0;1310;0;0;2;0;2;1;1924;1;398;0;0;126;0;0;0;0;5;2006;112000;112000
2596;2596;535375040;30;60;10410;3;8;1930;0;0;0;713;713;713;0;0;713;0;0;1;0;2;1;1936;1;371;0;75;161;0;0;0;0;10;2006;99800;99800
2597;2597;535376090;20;90;5400;5;7;1954;0;415;0;418;833;833;0;0;833;0;0;1;0;2;1;1955;1;326;0;0;0;0;0;0;0;8;2006;117000;117000
2598;2598;535376100;30;60;5400;5;6;1921;0;0;0;1073;1073;1073;0;0;1073;0;0;1;0;2;1;1968;1;326;0;0;112;0;0;0;0;12;2006;108480;108480
2599;2599;535377070;30;60;10914;3;3;1929;0;0;0;715;715;715;0;0;715;0;0;1;0;2;1;1967;2;660;0;0;75;0;112;0;0;8;2006;68000;68000
2600;2600;535377100;50;60;7008;4;8;1900;0;0;0;448;448;448;272;0;720;0;0;1;0;1;1;1900;1;280;0;0;70;0;0;0;0;3;2006;86900;86900
2601;2601;535379100;30;60;10800;5;6;1920;0;821;0;299;1120;1130;0;0;1130;1;0;1;0;2;1;1970;2;720;229;0;0;0;0;0;0;6;2006;120000;120000
2602;2602;535380010;70;60;7200;6;8;1915;0;338;0;325;663;774;821;0;1595;0;0;2;0;3;1;1974;2;528;49;0;231;0;0;0;0;4;2006;155500;155500
2603;2603;535380130;50;60;10818;4;4;1910;0;0;0;1077;1077;981;779;0;1760;0;0;1;1;4;1;1935;2;648;120;0;96;0;0;0;0;2;2006;80000;80000
2604;2604;535381060;50;60;10410;3;4;1915;0;0;0;672;672;694;520;0;1214;0;0;1;0;3;1;1998;3;936;216;0;160;0;0;0;0;1;2006;105000;105000
2605;2605;535382020;190;60;10800;5;4;1900;0;664;0;290;954;1766;648;0;2414;0;0;2;0;3;2;1970;2;520;142;0;0;0;0;0;0;5;2006;160000;160000
2606;2606;535382130;50;60;10800;5;8;1936;0;626;0;170;796;1096;370;0;1466;0;1;2;0;3;1;1950;2;566;436;21;0;0;0;0;500;4;2006;170000;170000
2607;2607;535401140;20;84;8658;6;5;1965;101;643;0;445;1088;1324;0;0;1324;0;0;2;0;3;1;1965;2;440;0;138;0;0;0;0;0;12;2006;160000;160000
2608;2608;535402070;80;85;13400;5;5;1966;1047;516;128;380;1024;1086;0;0;1086;1;0;1;0;3;1;1966;2;484;0;0;0;0;0;0;0;6;2006;159950;159950
2609;2609;535402100;80;83;10184;6;5;1963;379;580;0;503;1083;1146;0;0;1146;0;1;1;0;3;1;1963;1;294;345;75;0;0;0;0;0;6;2006;165000;165000
2610;2610;535402220;50;77;9786;6;7;1962;0;600;0;312;912;1085;649;0;1734;0;0;1;1;3;1;1962;2;440;0;0;0;0;128;0;0;6;2006;159000;159000
2611;2611;535402230;20;77;9510;6;5;1962;161;701;0;434;1135;1207;0;0;1207;0;0;1;1;3;1;1962;1;264;0;240;0;0;0;0;0;5;2006;147000;147000
2612;2612;535403040;20;66;7800;5;5;1964;0;312;600;0;912;912;0;0;912;0;0;1;0;2;1;1964;1;288;0;0;0;0;0;0;0;11;2006;115000;115000
2613;2613;535403150;20;79;8910;6;6;1959;0;655;0;0;655;1194;0;0;1194;0;1;1;0;3;1;1954;2;539;0;0;192;0;0;0;0;7;2006;159500;159500
2614;2614;535403200;20;60;7332;6;6;1959;207;414;0;450;864;864;0;0;864;1;0;1;0;2;1;1959;1;288;168;0;0;0;0;0;0;10;2006;120000;120000
2615;2615;535404080;20;73;7100;5;7;1957;0;708;0;108;816;816;0;0;816;1;0;1;0;2;1;1957;1;308;0;0;0;0;0;0;0;7;2006;129900;129900
2616;2616;535425040;20;80;10800;6;6;1961;104;913;0;400;1313;1773;0;0;1773;1;0;2;0;3;1;1961;2;418;355;98;0;0;144;0;0;8;2006;183000;183000
2617;2617;535425050;20;86;11650;7;5;1959;58;0;0;0;0;1472;0;0;1472;0;0;2;0;2;1;1959;2;484;0;68;0;0;227;0;0;6;2006;157500;157500
2618;2618;535425080;60;NA;18275;7;8;1962;0;636;0;802;1438;1900;548;0;2448;1;0;3;0;3;1;1962;2;441;520;102;0;0;0;0;0;9;2006;NA;277500
2619;2619;535426195;20;47;16321;5;6;1957;0;1277;0;207;1484;1600;0;0;1600;1;0;1;0;2;1;1957;1;319;288;258;0;0;0;0;0;12;2006;207500;207500
2620;2620;535450100;50;60;12144;4;6;1950;0;455;0;455;910;910;611;0;1521;0;0;1;1;3;1;1950;1;597;199;0;168;0;0;0;0;9;2006;147500;147500
2621;2621;535450180;50;60;10800;4;4;1949;0;0;0;720;720;720;472;0;1192;0;0;1;1;4;1;NA;0;0;0;0;0;0;0;0;0;12;2006;135000;135000
2622;2622;535451190;20;60;7200;5;7;1950;0;0;0;0;0;1040;0;0;1040;0;0;1;0;2;1;1950;2;625;0;0;0;0;0;0;0;6;2006;109500;109500
2623;2623;535451210;20;60;7200;4;5;1950;0;0;0;0;0;1040;0;0;1040;0;0;1;0;2;1;1950;2;420;0;29;0;0;0;0;0;7;2006;109900;109900
2624;2624;535453160;20;70;7560;5;5;1959;0;369;0;671;1040;1040;0;0;1040;0;0;1;0;3;1;1959;1;286;140;0;252;0;0;0;0;7;2006;133700;133700
2625;2625;535454030;90;60;8544;3;4;1950;0;0;0;0;0;1040;0;0;1040;0;0;2;0;2;2;1950;2;400;0;0;0;0;0;0;0;12;2006;81400;81400
2626;2626;535454050;90;NA;8544;3;4;1949;340;0;0;0;0;1040;0;0;1040;0;0;2;0;2;2;1949;2;400;0;0;0;0;0;0;0;5;2006;NA;87500
2627;2627;535454060;90;60;8544;3;4;1950;0;0;0;0;0;1040;0;0;1040;0;0;2;0;2;2;1949;2;400;0;0;0;0;0;0;0;7;2006;93500;93500
2628;2628;535456010;90;75;8512;5;5;1960;0;0;0;1556;1556;1556;0;0;1556;0;0;2;0;4;2;NA;0;0;0;0;0;0;0;0;0;9;2006;119000;119000
2629;2629;535456020;20;70;7945;5;6;1959;0;179;506;465;1150;1150;0;0;1150;1;0;1;0;3;1;1959;1;300;0;0;0;0;0;0;0;5;2006;141000;141000
2630;2630;535457070;20;70;7000;5;4;1961;0;781;0;369;1150;1150;0;0;1150;0;0;1;0;3;1;1961;1;288;0;0;0;0;162;0;0;7;2006;146000;146000
2631;2631;535477060;60;69;7590;6;5;1966;266;512;0;148;660;660;688;0;1348;0;0;1;1;3;1;1966;2;453;188;108;0;0;0;0;0;7;2006;155000;155000
2632;2632;535478010;85;69;10205;5;5;1962;0;784;0;141;925;999;0;0;999;1;0;1;0;3;1;1962;1;300;150;72;0;0;0;0;0;5;2006;134500;134500
2633;2633;535478070;20;74;7400;7;6;1962;0;809;0;236;1045;1045;0;0;1045;1;0;1;0;3;1;1962;2;528;0;0;0;0;0;0;0;3;2006;120000;120000
2634;2634;535478090;20;70;7000;5;6;1962;0;468;0;396;864;864;0;0;864;0;1;1;0;3;1;1962;1;336;0;0;0;0;0;0;0;2;2006;105000;105000
2635;2635;535478110;190;70;7000;5;5;1962;0;953;0;72;1025;1025;0;0;1025;1;0;1;0;3;1;NA;0;0;96;80;0;0;0;0;0;3;2006;124000;124000
2636;2636;902100110;70;62;9856;5;8;1900;0;0;0;716;716;1007;1007;0;2014;0;0;2;0;5;1;1900;2;624;0;72;167;0;0;0;0;6;2006;169000;169000
2637;2637;902100130;70;57;9906;4;4;1925;0;0;0;686;686;810;518;0;1328;0;0;1;0;3;1;1940;1;210;0;172;60;0;0;0;0;9;2006;107000;107000
2638;2638;902101050;50;60;9600;5;6;1948;264;276;0;936;1212;1226;442;0;1668;1;0;1;0;3;1;1948;1;240;0;0;140;0;0;0;0;5;2006;135000;135000
2639;2639;902103090;50;60;5520;4;6;1920;0;284;0;863;1147;1147;510;0;1657;0;0;1;0;4;1;1920;1;162;0;0;0;0;0;0;0;7;2006;111500;111500
2640;2640;902104020;50;60;9600;6;8;1900;0;381;0;399;780;940;476;0;1416;0;1;1;0;3;1;1956;2;400;0;24;0;0;0;0;0;6;2006;156500;156500
2641;2641;902106040;70;60;9600;7;7;1925;0;16;0;712;728;832;809;0;1641;0;1;1;1;3;1;1925;2;546;0;0;234;0;0;0;0;8;2006;178000;178000
2642;2642;902106090;70;58;6451;7;7;1900;0;208;0;504;712;848;580;0;1428;1;0;1;0;4;1;1985;2;576;264;0;84;0;0;0;0;5;2006;139900;139900
2643;2643;902108060;70;66;3960;7;8;1930;0;0;0;502;502;502;502;0;1004;0;0;1;0;2;1;1930;1;200;280;0;68;0;0;0;0;7;2006;105000;105000
2644;2644;902109010;30;70;5684;6;8;1930;0;0;0;813;813;813;0;0;813;0;0;1;0;2;1;1932;1;270;0;113;0;0;0;0;0;6;2006;110000;110000
2645;2645;902110120;190;56;7745;4;6;1900;0;0;0;938;938;1084;867;0;1951;0;0;2;0;4;2;1993;2;576;0;6;28;0;0;0;0;4;2006;111500;111500
2646;2646;902110130;30;56;7741;6;5;1924;0;143;72;817;1032;1032;0;0;1032;0;0;1;0;2;1;1995;1;280;0;0;112;0;0;0;0;6;2006;108000;108000
2647;2647;902111010;30;50;5633;5;7;1925;0;0;0;844;844;844;0;0;844;0;0;1;0;2;1;1925;1;216;50;81;123;0;0;0;0;7;2006;111500;111500
2648;2648;902125020;70;50;9000;5;6;1880;0;0;0;636;636;1089;661;0;1750;0;0;1;0;3;1;1937;1;240;0;0;293;0;0;0;0;6;2006;124000;124000
2649;2649;902128020;20;60;7200;4;5;1950;0;0;0;576;576;864;0;0;864;0;0;1;0;2;1;1952;1;528;0;0;0;0;115;0;0;8;2006;105000;105000
2650;2650;902128100;50;40;4400;6;8;1920;0;0;0;648;648;734;384;0;1118;0;0;1;0;2;1;1990;2;440;0;0;0;0;0;0;0;10;2006;116000;116000
2651;2651;902134060;70;42;7614;3;5;1905;0;0;0;738;738;714;662;0;1376;0;0;1;0;2;1;1930;1;216;0;0;104;0;225;0;0;3;2006;96900;96900
2652;2652;902204060;190;50;6000;5;7;1955;0;576;0;384;960;960;0;0;960;1;0;1;0;3;1;1976;2;576;0;0;0;0;0;0;0;6;2006;135500;135500
2653;2653;902204120;50;50;6000;5;7;1924;145;0;0;816;816;816;750;0;1566;0;0;1;1;5;1;1976;2;450;24;0;296;0;0;0;0;8;2006;139000;139000
2654;2654;902206020;30;52;7830;3;5;1921;0;416;0;76;492;492;0;0;492;1;0;1;0;1;1;1921;1;200;0;0;78;0;0;0;0;6;2006;61500;61500
2655;2655;902206090;50;56;9576;6;7;1945;0;310;0;460;770;885;297;0;1182;0;0;1;1;3;1;1945;1;378;0;0;0;0;0;0;0;5;2006;120000;120000
2656;2656;902207080;20;49;5820;3;8;1955;0;256;0;906;1162;1163;0;0;1163;1;0;1;0;3;1;1955;1;220;142;98;0;0;0;0;0;7;2006;126175;126175
2657;2657;902207110;30;48;5747;3;4;1920;0;0;0;798;798;840;0;0;840;0;0;1;0;2;1;1938;1;250;112;0;0;0;0;0;0;6;2006;64000;64000
2658;2658;902301120;190;69;9142;6;8;1910;0;0;0;1020;1020;908;1020;0;1928;0;0;2;0;4;2;1910;1;440;0;60;112;0;0;0;0;4;2006;137000;137000
2659;2659;902305090;70;60;9600;4;2;1900;0;0;0;1095;1095;1095;679;0;1774;1;0;2;0;4;2;1920;3;779;0;0;90;0;0;0;0;5;2006;87000;87000
2660;2660;902325050;75;60;10800;7;7;1914;0;390;0;490;880;880;888;0;1768;0;0;1;1;2;1;1914;2;320;0;341;0;0;0;0;0;10;2006;163000;163000
2661;2661;902325100;75;70;6300;7;6;1910;0;0;0;1226;1226;1226;878;0;2104;0;0;2;0;5;1;1910;2;432;0;341;88;0;0;0;0;7;2006;155000;155000
2662;2662;902325160;50;63;5000;5;4;1900;0;0;0;540;540;889;551;0;1440;0;0;1;0;3;1;1940;1;352;0;0;77;0;0;0;0;4;2006;79000;79000
2663;2663;902328100;75;65;8850;7;6;1916;0;0;0;815;815;815;875;0;1690;0;0;1;0;3;1;1916;1;225;0;0;330;0;0;0;0;7;2006;144000;144000
2664;2664;902329070;70;60;3600;6;7;1910;0;0;0;684;684;684;684;0;1368;0;0;1;0;3;1;1930;1;216;0;158;0;0;0;0;0;10;2006;114504;114504
2665;2665;902329090;70;60;7200;7;7;1920;0;0;0;596;596;998;764;0;1762;1;0;1;1;4;1;1989;2;576;36;0;221;0;0;0;0;10;2006;157000;157000
2666;2666;902400090;30;84;11340;6;5;1923;0;0;0;1200;1200;1200;0;0;1200;0;0;1;0;4;1;1923;1;312;0;0;228;0;0;0;0;3;2006;125000;125000
2667;2667;902400110;75;90;22950;10;9;1892;0;0;0;1107;1107;1518;1518;572;3608;0;0;2;1;4;1;1993;3;840;0;260;0;0;410;0;0;6;2006;475000;475000
2668;2668;902401090;90;33;5976;5;7;1920;0;0;0;624;624;624;624;0;1248;0;0;2;0;2;2;NA;0;0;0;130;256;0;0;0;0;12;2006;93500;93500
2669;2669;902406030;20;65;9750;5;5;1958;0;0;0;960;960;960;0;0;960;0;0;1;0;3;1;2002;2;624;0;0;0;0;0;0;4500;7;2006;125000;125000
2670;2670;902456015;50;63;4761;3;3;1918;0;0;0;1020;1020;1020;0;0;1020;0;0;1;0;2;1;NA;0;0;0;0;105;0;0;0;0;10;2006;64500;64500
2671;2671;903200050;30;NA;7446;4;5;1941;0;266;0;522;788;788;0;0;788;0;0;1;0;2;1;NA;0;0;0;0;0;0;0;0;0;4;2006;NA;100000
2672;2672;903202120;50;65;6435;6;5;1939;0;0;0;972;972;972;605;0;1577;0;0;1;0;3;1;1939;1;312;0;0;0;0;0;0;0;10;2006;140200;140200
2673;2673;903206160;70;69;11737;6;7;1924;0;0;0;848;848;1017;810;0;1827;0;0;1;0;2;1;1943;1;240;27;36;42;0;0;0;0;5;2006;202500;202500
2674;2674;903225090;50;50;5000;6;7;1947;0;399;0;605;1004;1004;660;0;1664;0;0;2;0;3;1;1950;2;420;0;24;36;0;0;0;0;10;2006;159000;159000
2675;2675;903229040;190;65;7800;5;7;1939;0;507;0;286;793;793;325;0;1118;1;0;1;0;3;1;1939;2;410;0;0;0;0;271;0;0;5;2006;119900;119900
2676;2676;903231070;50;52;6240;6;6;1934;0;0;0;816;816;816;0;360;1176;0;0;1;0;3;1;1985;2;528;112;0;0;0;0;0;400;9;2006;114500;114500
2677;2677;903231190;50;NA;6240;5;4;1936;0;0;0;896;896;896;448;0;1344;0;0;1;0;3;1;1936;1;240;200;114;0;0;0;0;0;4;2006;NA;115000
2678;2678;903231220;50;51;6120;3;5;1930;0;347;0;381;728;728;434;0;1162;1;0;1;0;3;1;1930;1;258;0;24;0;0;0;0;0;11;2006;75000;75000
2679;2679;903231240;30;51;6120;5;7;1925;0;489;0;279;768;1015;0;0;1015;0;0;1;0;3;1;1925;1;450;0;0;112;0;120;0;620;7;2006;88000;88000
2680;2680;903232170;50;52;6240;4;5;1947;0;0;0;0;0;672;240;0;912;0;0;1;0;2;1;NA;0;0;0;0;0;0;0;0;0;7;2006;80500;80500
2681;2681;903233100;50;52;6240;5;6;1928;0;0;0;1042;1042;1042;534;0;1576;0;0;1;0;3;1;1928;1;225;0;0;0;0;0;0;0;8;2006;149000;149000
2682;2682;903233220;50;51;6120;5;7;1930;0;0;0;741;741;741;583;0;1324;0;0;1;0;3;1;1930;1;180;0;0;55;0;0;0;0;2;2006;110000;110000
2683;2683;903234030;30;50;6000;6;6;1925;0;397;0;706;1103;1103;0;0;1103;0;0;1;0;2;1;1976;2;440;166;120;0;0;0;0;0;7;2006;110500;110500
2684;2684;903235020;30;50;6000;5;7;1921;0;616;0;0;616;616;0;0;616;0;0;1;0;2;1;1921;1;205;0;0;129;0;0;0;0;6;2006;89000;89000
2685;2685;903236200;45;58;6380;5;6;1922;0;0;0;993;993;1048;0;0;1048;0;0;1;0;2;1;1922;1;280;0;0;116;0;0;0;0;8;2006;113000;113000
2686;2686;903400030;30;50;11672;5;5;1925;0;0;0;816;816;816;0;0;816;0;0;1;0;2;1;1925;1;210;168;0;112;0;0;0;0;7;2006;109000;109000
2687;2687;903425190;50;90;33120;6;5;1962;0;0;0;1595;1595;1611;875;0;2486;0;0;2;0;5;1;1962;2;576;0;0;0;0;0;0;0;10;2006;220000;220000
2688;2688;903425340;190;60;9873;4;5;1970;160;789;0;171;960;960;0;0;960;1;0;1;0;3;1;1970;2;576;0;288;0;0;0;0;0;5;2006;129000;129000
2689;2689;903430090;50;59;5310;6;8;1910;0;0;0;485;485;1001;634;0;1635;0;0;1;0;2;1;1950;1;255;394;0;0;0;0;0;0;6;2006;117000;117000
2690;2690;903430130;30;153;4118;4;4;1941;0;0;0;693;693;693;0;0;693;0;0;1;0;2;1;NA;0;0;0;20;0;0;0;0;0;3;2006;52500;52500
2691;2691;903451050;50;60;10320;4;5;1924;0;0;0;596;596;834;596;0;1430;0;0;2;0;3;1;1924;2;370;218;0;0;0;210;0;0;10;2006;107000;107000
2692;2692;903452090;70;60;7518;5;8;1910;0;0;0;396;396;665;665;0;1330;0;0;1;0;3;1;2001;1;390;0;72;45;0;0;0;0;7;2006;116500;116500
2693;2693;903454020;30;50;9000;5;4;1919;0;0;0;610;610;819;0;0;819;0;0;1;0;2;1;NA;0;0;0;0;0;0;0;0;0;9;2006;72000;72000
2694;2694;903454080;50;50;8600;6;6;1937;0;0;0;780;780;780;596;0;1376;0;0;2;0;3;1;1937;1;198;0;0;0;0;0;0;0;6;2006;119500;119500
2695;2695;903455090;50;60;7200;5;6;1938;0;0;0;803;803;803;557;0;1360;0;0;1;1;2;1;1951;1;297;0;65;190;0;0;0;0;7;2006;125500;125500
2696;2696;903456060;30;60;9786;3;4;1922;0;0;0;1007;1007;1077;0;0;1077;0;0;1;0;3;1;1922;1;210;0;100;48;0;0;0;0;5;2006;91000;91000
2697;2697;903456090;190;60;6780;6;8;1935;0;490;0;30;520;520;0;234;754;1;0;1;0;2;1;NA;0;0;53;0;0;0;0;0;0;6;2006;84500;84500
2698;2698;903458010;30;60;7200;6;6;1930;0;343;0;641;984;984;0;0;984;0;0;1;0;3;1;1930;1;308;0;0;164;0;0;0;0;3;2006;90000;90000
2699;2699;904100030;50;82;12375;5;5;1951;41;329;0;477;806;1081;341;0;1422;1;0;1;0;3;1;1951;1;288;0;0;0;0;0;0;0;6;2006;137500;137500
2700;2700;904100090;90;120;11136;6;5;1964;0;0;0;1921;1921;1921;0;0;1921;0;0;2;0;4;2;1964;2;576;0;180;0;0;0;0;0;7;2006;150000;150000
2701;2701;904100170;20;100;21370;5;5;1950;0;0;0;0;0;1640;0;0;1640;0;0;1;0;3;1;1950;2;394;0;0;225;0;0;0;600;6;2006;131000;131000
2702;2702;904101040;80;92;6930;5;4;1958;120;300;294;468;1062;1352;0;0;1352;0;1;1;0;3;1;1958;1;288;168;0;294;0;0;0;0;7;2006;130000;130000
2703;2703;904301410;30;55;8250;5;7;1935;0;0;0;0;0;1032;0;0;1032;0;0;1;0;2;1;1939;1;260;0;0;121;0;0;0;0;6;2006;125000;125000
2704;2704;904302020;30;50;5220;5;3;1936;0;0;0;830;830;879;0;0;879;0;0;1;0;2;1;1936;1;180;0;108;0;0;0;0;0;1;2006;80000;80000
2705;2705;904302030;20;50;5500;7;5;2004;0;510;373;190;1073;1073;0;0;1073;1;0;2;0;2;1;2004;1;246;0;120;0;0;0;0;0;5;2006;157000;157000
2706;2706;905100030;20;75;11235;4;5;1963;51;547;0;504;1051;1382;0;0;1382;0;0;1;1;3;1;1974;2;459;0;82;0;0;0;0;0;10;2006;148000;148000
2707;2707;905101330;90;72;10791;4;5;1967;0;0;0;0;0;1296;0;0;1296;0;0;2;0;2;2;1967;2;516;0;0;0;0;0;0;500;10;2006;90000;90000
2708;2708;905101450;20;70;8414;6;8;1963;0;663;0;396;1059;1068;0;0;1068;0;1;1;0;3;1;1963;1;264;192;0;0;0;0;0;0;2;2006;154500;154500
2709;2709;905103130;20;NA;11327;5;6;1967;305;779;0;285;1064;1064;0;0;1064;0;1;1;0;3;1;1967;2;528;314;48;0;0;0;0;0;6;2006;NA;153600
2710;2710;905103140;80;96;11777;5;6;1966;97;328;551;285;1164;1320;0;0;1320;1;0;1;0;3;1;1966;2;564;160;68;240;0;0;0;0;5;2006;164500;164500
2711;2711;905103180;80;80;10366;6;7;1964;0;456;0;456;912;934;0;0;934;0;1;1;0;2;1;1964;1;336;77;0;0;0;0;0;500;7;2006;132000;132000
2712;2712;905105010;20;75;9000;5;6;1966;0;773;0;286;1059;1059;0;0;1059;1;0;1;0;3;1;1966;1;286;0;88;0;0;0;0;0;6;2006;142500;142500
2713;2713;905106210;20;NA;11553;5;5;1968;188;673;0;378;1051;1159;0;0;1159;0;0;1;1;3;1;1968;1;336;466;0;0;0;0;0;0;7;2006;NA;158000
2714;2714;905107070;60;74;7844;6;7;1978;203;209;0;463;672;672;728;0;1400;0;0;1;1;3;1;1978;2;440;0;0;0;0;0;0;0;3;2006;149500;149500
2715;2715;905107220;20;NA;9535;5;5;1967;450;194;982;0;1176;1458;0;0;1458;1;0;1;1;3;1;1967;2;512;284;0;0;0;0;0;0;7;2006;NA;165000
2716;2716;905107240;20;78;10335;5;6;1968;0;570;0;891;1461;1721;0;0;1721;0;0;2;1;3;1;1968;2;440;0;96;180;0;0;0;0;7;2006;180000;180000
2717;2717;905107300;80;NA;7176;6;6;1978;200;794;0;166;960;1040;0;0;1040;1;0;1;0;3;1;1979;2;616;131;0;0;0;180;0;0;7;2006;NA;160500
2718;2718;905108090;90;NA;9662;5;4;1977;0;0;0;1967;1967;1967;0;0;1967;0;0;2;0;6;2;1977;2;580;170;0;0;0;0;0;0;8;2006;NA;156500
2719;2719;905108120;90;75;8235;5;4;1977;99;483;0;1466;1949;1949;0;0;1949;0;0;2;0;6;2;1977;2;586;32;0;0;0;0;0;0;5;2006;157000;157000
2720;2720;905200280;50;NA;13650;5;5;1958;0;57;441;554;1052;1252;668;0;1920;1;0;2;0;4;1;1958;2;451;0;0;0;0;0;0;0;7;2006;NA;172500
2721;2721;905200290;20;88;13125;5;4;1957;67;168;682;284;1134;1803;0;0;1803;1;0;2;0;3;1;1957;2;484;0;0;0;0;0;0;0;1;2006;155000;155000
2722;2722;905200340;20;102;17920;5;4;1955;0;306;1085;372;1763;1779;0;0;1779;1;0;1;1;3;1;1955;2;454;0;418;0;0;312;0;0;7;2006;170000;170000
2723;2723;905200380;30;NA;17529;5;5;1924;65;0;0;872;872;872;0;0;872;0;0;1;0;2;1;1924;1;322;0;0;116;0;0;0;0;4;2006;NA;105000
2724;2724;905200490;80;NA;10246;4;9;1965;0;648;0;0;648;960;0;0;960;1;1;0;0;0;1;1965;1;364;88;0;0;0;0;0;0;5;2006;NA;145000
2725;2725;905201090;20;NA;14175;5;6;1956;0;988;0;200;1188;1437;0;0;1437;1;0;1;1;3;1;1999;2;576;304;0;0;0;0;0;0;11;2006;NA;168000
2726;2726;905202190;20;NA;20355;7;6;1967;123;810;826;229;1865;1830;0;0;1830;1;0;1;0;2;1;1967;2;521;0;115;168;0;0;0;0;6;2006;NA;278000
2727;2727;905202210;20;87;13050;5;6;1963;0;104;850;46;1000;1000;0;0;1000;1;0;1;0;1;1;1993;2;575;238;0;148;0;0;0;0;4;2006;164000;164000
2728;2728;905225080;50;81;15593;7;4;1953;0;603;0;701;1304;1304;983;0;2287;0;0;2;0;3;1;1953;2;667;0;21;114;0;0;0;0;7;2006;225000;225000
2729;2729;905300010;85;72;10820;5;7;1971;153;535;159;88;782;810;0;0;810;1;0;1;0;2;1;1973;2;576;0;0;0;0;0;0;0;6;2006;130000;130000
